rung,fold,lambda,lambda_label,is_selected,block,design_columns,block_l2_norm,block_l2_norm_per_column
B4,2,0.29999999999999999,lam=0.3,False,C_context,20,0.77289385914006892,0.17282432084293411
B4,2,0.29999999999999999,lam=0.3,False,X_prior_composite,9,2.0245273109829691,0.674842436994323
B4,2,1,lam=1,False,phase1_backbone,88,2.4772663380130395,0.2640774789340099
B4,2,1,lam=1,False,C_context,20,0.64986615291649297,0.14531448941975514
B4,2,1,lam=1,False,X_prior_composite,9,1.3804061008229986,0.46013536694099955
B4,2,3,lam=3,False,phase1_backbone,88,1.7465220337782668,0.18617987436619204
B4,2,3,lam=3,False,C_context,20,0.52460457281012951,0.11730514861106874
B4,2,3,lam=3,False,X_prior_composite,9,0.83476720262795356,0.27825573420931787
B4,2,10,lam=10,False,phase1_backbone,88,1.0861508322892635,0.11578406775715673
B4,2,10,lam=10,False,C_context,20,0.42341680872527648,0.094678876712574425
B4,2,10,lam=10,False,X_prior_composite,9,0.46950564410226564,0.15650188136742188
B4,2,30,lam=30,False,phase1_backbone,88,0.67699424359065219,0.072167828851075838
B4,2,30,lam=30,False,C_context,20,0.34950128839718014,0.078150863907985327
B4,2,30,lam=30,False,X_prior_composite,9,0.26932990201565693,0.089776634005218972
B4,2,100,lam=100,True,phase1_backbone,88,0.40664311580043211,0.043348301794864784
B4,2,100,lam=100,True,C_context,20,0.24724426799945318,0.055285499029395321
B4,2,100,lam=100,True,X_prior_composite,9,0.13686529673660353,0.045621765578867844
B4,3,0.01,lam=0.01,False,phase1_backbone,88,9.5601304016051127,1.0191133250376299
B4,3,0.01,lam=0.01,False,C_context,20,0.40657827736376617,0.090913666636014509
B4,3,0.01,lam=0.01,False,X_prior_composite,9,1.3990109231583674,0.46633697438612248
B4,3,0.029999999999999999,lam=0.03,False,phase1_backbone,88,8.0910691039113036,0.86251086451831849
B4,3,0.029999999999999999,lam=0.03,False,C_context,20,0.40039489443794607,0.089531020180709978
B4,3,0.029999999999999999,lam=0.03,False,X_prior_composite,9,1.373489794893173,0.45782993163105767
B4,3,0.10000000000000001,lam=0.1,False,phase1_backbone,88,6.3559796293638042,0.6775497050610152
B4,3,0.10000000000000001,lam=0.1,False,C_context,20,0.38832996276681209,0.086833219444655413
B4,3,0.10000000000000001,lam=0.1,False,X_prior_composite,9,1.2963100719950897,0.43210335733169658
B4,3,0.29999999999999999,lam=0.3,False,phase1_backbone,88,4.5886922883398356,0.48915624150475912
B4,3,0.29999999999999999,lam=0.3,False,C_context,20,0.38064381273585729,0.085114544049207708
B4,3,0.29999999999999999,lam=0.3,False,X_prior_composite,9,1.1388775611774087,0.37962585372580288
B4,3,1,lam=1,False,phase1_backbone,88,2.7784103840743977,0.29617954210726416
B4,3,1,lam=1,False,C_context,20,0.37939754338309967,0.08483586975010364
B4,3,1,lam=1,False,X_prior_composite,9,0.85832916213189958,0.28610972071063318
B4,3,3,lam=3,False,phase1_backbone,88,1.67193356813391,0.17822871721257069
B4,3,3,lam=3,False,C_context,20,0.36826058446307647,0.082345570029324189
B4,3,3,lam=3,False,X_prior_composite,9,0.57567987660683451,0.19189329220227816
B4,3,10,lam=10,False,phase1_backbone,88,1.0098260293457857,0.10764781642553159
B4,3,10,lam=10,False,C_context,20,0.34359984969697971,0.076831262098115707
B4,3,10,lam=10,False,X_prior_composite,9,0.35366404481639868,0.11788801493879957
B4,3,30,lam=30,False,phase1_backbone,88,0.65168222895675509,0.069469559024900554
B4,3,30,lam=30,False,C_context,20,0.30409381137039604,0.067997443376120403
B4,3,30,lam=30,False,X_prior_composite,9,0.22318586034577836,0.074395286781926126
B4,3,100,lam=100,True,phase1_backbone,88,0.40920433866522832,0.043621329069625243
B4,3,100,lam=100,True,C_context,20,0.22846526622405633,0.051086386577457663
B4,3,100,lam=100,True,X_prior_composite,9,0.12162329587502488,0.040541098625008293
