season,date,home_team,away_team,result,ll_market,ll_dc,ll_e1a,gap_dc,gap_e1a,gap_rps_dc,favourite_p,favourite_bin,matchweek,matchweek_bucket,promoted_detail,market_pick,favourite_correct
2025-2026,2026-02-22,Tottenham,Arsenal,A,0.4039825281479415,0.48714994263536049,0.60804847387809025,0.083167414487418989,0.20406594573014875,0.020951410277611771,0.66765578635014844,0.60-0.70,27,MW 20-31,neither promoted,A,favourite delivered
2022-2023,2023-05-06,Liverpool,Brentford,H,0.40238344157075645,0.48690649683313342,0.44242481848712101,0.084523055262376967,0.040041376916364557,0.027534164583335852,0.66872427983539084,0.60-0.70,35,MW 32-38,neither promoted,H,favourite delivered
2023-2024,2023-12-26,Newcastle,Nottingham,A,1.937713381851135,2.4490191876953902,1.8135199507800597,0.51130580584425522,-0.12419343107107528,0.13645803362651143,0.66872427983539084,0.60-0.70,19,MW 7-19,neither promoted,H,favourite did not
2025-2026,2025-10-18,Manchester City,Everton,H,0.40212847859771461,0.56947343469137679,0.53084087163648586,0.16734495609366218,0.12871239303877124,0.046598060339728076,0.6688948015033549,0.60-0.70,8,MW 7-19,neither promoted,H,favourite delivered
2024-2025,2025-05-18,Everton,Southampton,H,0.40195016600071992,0.36662919451379195,0.48095010126864329,-0.035320971486927977,0.078999935267923371,-0.012044276243677605,0.66901408450704225,0.60-0.70,37,MW 32-38,away promoted,H,favourite delivered
2025-2026,2025-11-02,Manchester City,Bournemouth,H,0.39666459215489086,0.51477994044078768,0.57066298841014595,0.11811534828589682,0.17399839625525509,0.033712981694021968,0.67255956956187546,0.60-0.70,10,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2026-01-01,Sunderland,Manchester City,D,1.6554456329758218,1.2693046551523386,1.4680713150254188,-0.38614097782348322,-0.18737431795040305,-0.087647055529618323,0.67255956956187546,0.60-0.70,19,MW 7-19,home promoted,A,favourite did not
2024-2025,2025-04-23,Arsenal,Crystal Palace,D,1.5637678756009121,1.5567638091143887,1.3504852605425206,-0.0070040664865234081,-0.21328261505839152,-0.0041146266556559841,0.67289719626168221,0.60-0.70,34,MW 32-38,neither promoted,H,favourite did not
2022-2023,2023-02-18,Chelsea,Southampton,A,2.1391320205044737,2.4102082186184273,1.3443034616693947,0.27107619811395356,-0.79482855883507897,0.041213183605754877,0.67289719626168221,0.60-0.70,24,MW 20-31,neither promoted,H,favourite did not
2022-2023,2022-10-02,Manchester City,Manchester Utd,H,0.39430752200902197,0.19318579942538713,0.37139719426870599,-0.20112172258363484,-0.022910327740315983,-0.047185297860818716,0.67414670940976806,0.60-0.70,9,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2025-12-04,Manchester Utd,West Ham,D,1.715182969531005,1.651520413216268,1.7881755061601521,-0.063662556314737051,0.072992536629147065,-0.026528337589671491,0.67474048442906576,0.60-0.70,14,MW 7-19,neither promoted,H,favourite did not
2024-2025,2024-11-23,Arsenal,Nottingham,H,0.39298995514556984,0.45932071543899133,0.62029750892588498,0.066330760293421498,0.22730755378031514,0.015684184873128205,0.6750355281856939,0.60-0.70,12,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2023-09-02,Chelsea,Nottingham,A,2.0714207390666215,1.2362336144069017,1.7205476612003032,-0.83518712465971978,-0.35087307786631827,-0.24374463535744789,0.6750355281856939,0.60-0.70,4,MW 1-6,neither promoted,H,favourite did not
2022-2023,2022-08-20,Tottenham,Wolves,H,0.39298995514556984,0.31774830368175644,0.43460822535747962,-0.075241651463813397,0.04161827021190978,-0.019669616012737881,0.6750355281856939,0.60-0.70,3,MW 1-6,neither promoted,H,favourite delivered
2025-2026,2025-09-13,Arsenal,Nottingham,H,0.39298995514556984,0.4243981533858206,0.49044991606961197,0.031408198240250762,0.097459960924042133,0.0086249941949062339,0.6750355281856939,0.60-0.70,4,MW 1-6,neither promoted,H,favourite delivered
2022-2023,2023-03-12,Fulham,Arsenal,A,0.3929899551455695,0.86970556329548598,0.70219978917098824,0.47671560814991648,0.30920983402541874,0.17129087931391279,0.67503552818569412,0.60-0.70,27,MW 20-31,home promoted,A,favourite delivered
2022-2023,2022-08-20,Bournemouth,Arsenal,A,0.3929899551455695,0.80063110400541682,0.69224580723941243,0.40764114885984731,0.29925585209384292,0.13528825264407102,0.67503552818569412,0.60-0.70,3,MW 1-6,home promoted,A,favourite delivered
2023-2024,2024-05-11,Everton,Sheffield United,H,0.39204208777602373,0.42253268137894207,0.53740961958096245,0.030490593602918337,0.14536753180493872,0.0065491186142439678,0.67567567567567566,0.60-0.70,37,MW 32-38,away promoted,H,favourite delivered
2023-2024,2024-04-23,Arsenal,Chelsea,H,0.39204208777602373,0.27437288612916289,0.37969224889725367,-0.11766920164686084,-0.012349838878770059,-0.028640222072547558,0.67567567567567566,0.60-0.70,29,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2026-02-28,Liverpool,West Ham,H,0.39204208777602373,0.485319536422466,0.51771669170957957,0.093277448646442274,0.12567460393355584,0.023600715764913682,0.67567567567567566,0.60-0.70,28,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2024-11-23,Manchester City,Tottenham,A,2.0014800002101243,1.7401406132909014,1.6895198018798765,-0.26133938691922287,-0.3119601983302478,-0.0720605871479989,0.67567567567567566,0.60-0.70,12,MW 7-19,neither promoted,H,favourite did not
2024-2025,2025-05-11,Nottingham,Leicester City,D,1.6650077635889111,1.7721593652890093,1.4799422993407925,0.10715160170009819,-0.18506546424811865,0.045722476842197685,0.67567567567567566,0.60-0.70,36,MW 32-38,away promoted,H,favourite did not
2024-2025,2025-01-19,Ipswich Town,Manchester City,A,0.39204208777602373,0.44582749127282145,0.49162761685519235,0.053785403496797723,0.099585529079168622,0.01134678469168135,0.67567567567567566,0.60-0.70,22,MW 20-31,home promoted,A,favourite delivered
2024-2025,2024-12-30,Ipswich Town,Chelsea,H,2.0014800002101243,2.3408326907093255,1.8136602737689917,0.33935269049920125,-0.18781972644113254,0.059573164589464156,0.67567567567567566,0.60-0.70,19,MW 7-19,home promoted,A,favourite did not
2022-2023,2022-10-29,Leicester City,Manchester City,A,0.39204208777602373,0.33178413538505974,0.40064069660701435,-0.060257952390963987,0.0085986088309906172,-0.012780647901399142,0.67567567567567566,0.60-0.70,14,MW 7-19,neither promoted,A,favourite delivered
2023-2024,2023-10-07,Luton Town,Tottenham,A,0.39204208777602373,0.24173664522857105,0.37455186222563919,-0.15030544254745268,-0.017490225550384542,-0.034027778599006825,0.67567567567567566,0.60-0.70,8,MW 7-19,home promoted,A,favourite delivered
2024-2025,2024-08-17,Newcastle,Southampton,H,0.39204208777602373,0.24961636081641908,0.70025746110380627,-0.14242572695960465,0.30821537332778254,-0.033026696681972681,0.67567567567567566,0.60-0.70,1,MW 1-6,away promoted,H,favourite delivered
2022-2023,2022-10-19,Liverpool,West Ham,H,0.39204208777602373,0.30058920192677663,0.47698003634885644,-0.091452885849247101,0.084937948572832711,-0.024903763757810032,0.67567567567567566,0.60-0.70,12,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2024-04-24,Everton,Liverpool,H,2.0014800002101243,2.0108158832079037,1.5320445505514568,0.0093358829977794322,-0.46943544965866746,-0.025059782871194702,0.67567567567567566,0.60-0.70,29,MW 20-31,neither promoted,A,favourite did not
2022-2023,2022-08-27,Arsenal,Fulham,H,0.38521482818294334,0.73591576476727327,0.93098586658105231,0.35070093658432994,0.54577103839810892,0.11735463368943785,0.6803044719314939,0.60-0.70,4,MW 1-6,away promoted,H,favourite delivered
2022-2023,2022-09-03,Everton,Liverpool,D,1.6343218027603266,1.8335387825527327,1.6201280175446418,0.19921697979240616,-0.014193785215684818,0.053496596931581958,0.68136176723725739,0.60-0.70,6,MW 1-6,neither promoted,A,favourite did not
2023-2024,2023-10-21,Liverpool,Everton,H,0.38299225225610584,0.2353929865302388,0.58761568414992638,-0.14759926572586704,0.20462343189382054,-0.03416692245483454,0.68181818181818177,0.60-0.70,9,MW 7-19,neither promoted,H,favourite delivered
2022-2023,2023-05-20,Bournemouth,Manchester Utd,A,0.38299225225610584,0.64838645357946001,0.51886323532824252,0.26539420132335417,0.13587098307213669,0.083375033519063405,0.68181818181818177,0.60-0.70,37,MW 32-38,home promoted,A,favourite delivered
2022-2023,2023-03-11,Bournemouth,Liverpool,H,2.0614230361771577,1.9857536421725699,1.6246931815931092,-0.075669394004587831,-0.43672985458404856,-0.0036779522560388411,0.68181818181818177,0.60-0.70,27,MW 20-31,home promoted,A,favourite did not
2025-2026,2025-08-30,Manchester Utd,Burnley,H,0.38299225225610584,0.76436484650384562,0.48205868569194466,0.38137259424773978,0.099066433435838819,0.11553250199382657,0.68181818181818177,0.60-0.70,3,MW 1-6,away promoted,H,favourite delivered
2022-2023,2022-08-27,Chelsea,Leicester City,H,0.38299225225610584,0.54565362638590187,0.48176504205849818,0.16266137412979603,0.098772789802392347,0.050534083122684113,0.68181818181818177,0.60-0.70,4,MW 1-6,neither promoted,H,favourite delivered
2024-2025,2024-08-31,West Ham,Manchester City,A,0.38299225225610584,0.25065186382002663,0.27506048488959334,-0.1323403884360792,-0.1079317673665125,-0.031084494608277547,0.68181818181818177,0.60-0.70,3,MW 1-6,neither promoted,A,favourite delivered
2024-2025,2025-04-02,Bournemouth,Ipswich Town,A,2.0614230361771577,2.1674932536785505,1.6781864040633387,0.10607021750139278,-0.38323663211381898,0.043016323540197021,0.68181818181818177,0.60-0.70,30,MW 20-31,away promoted,H,favourite did not
2023-2024,2023-09-30,Wolves,Manchester City,H,2.0614230361771577,2.729790977482335,2.0588611879018637,0.66836794130517729,-0.002561848275294043,0.15476915635410315,0.68181818181818177,0.60-0.70,7,MW 7-19,neither promoted,A,favourite did not
2022-2023,2023-05-13,Manchester Utd,Wolves,H,0.38273247825802209,0.57213766535790733,0.40844054000038826,0.18940518709988524,0.025708061742366173,0.054469886686549264,0.68199532346063907,0.60-0.70,36,MW 32-38,neither promoted,H,favourite delivered
2024-2025,2025-01-19,Nottingham,Southampton,H,0.38050710942882671,0.26741475618428329,0.3858140109006199,-0.11309235324454342,0.0053069014717931906,-0.028222567033153834,0.6835147045597626,0.60-0.70,22,MW 20-31,away promoted,H,favourite delivered
2023-2024,2024-05-19,Chelsea,Bournemouth,H,0.37843643572024499,0.46733528283796194,0.55002831259431983,0.08889884711771695,0.17159187687407484,0.028315014044512268,0.68493150684931514,0.60-0.70,38,MW 32-38,neither promoted,H,favourite delivered
2025-2026,2026-04-25,Arsenal,Newcastle,H,0.37843643572024499,0.37920027240328352,0.59205015293732588,0.00076383668303853236,0.21361371721708089,-0.0011140512601869115,0.68493150684931514,0.60-0.70,34,MW 32-38,neither promoted,H,favourite delivered
2024-2025,2024-12-29,West Ham,Liverpool,A,0.37843643572024499,0.37286386840099855,0.48144074847269375,-0.0055725673192464353,0.10300431275244876,-0.002272419485993514,0.68493150684931514,0.60-0.70,19,MW 7-19,neither promoted,A,favourite delivered
2024-2025,2025-01-15,Newcastle,Wolves,H,0.37385976869283327,0.3583141686569104,0.5785581749578752,-0.015545600035922869,0.20469840626504193,-0.0036197556933892233,0.68807339449541283,0.60-0.70,21,MW 20-31,neither promoted,H,favourite delivered
2022-2023,2022-10-18,Brighton,Nottingham,D,1.6758129813789728,1.9663215103776317,1.6772776034988128,0.29050852899865887,0.0014646221198399978,0.092873467770671736,0.68807339449541283,0.60-0.70,12,MW 7-19,away promoted,H,favourite did not
2023-2024,2023-09-30,Newcastle,Burnley,H,0.37385976869283327,0.094754023145220231,0.2341015031824987,-0.27910574554761303,-0.13975826551033457,-0.051897319950837302,0.68807339449541283,0.60-0.70,7,MW 7-19,away promoted,H,favourite delivered
2025-2026,2025-12-30,Manchester Utd,Wolves,D,1.724603145548405,1.8529863217864364,1.6083193319383571,0.12838317623803142,-0.11628381361004791,0.038111371895959534,0.68807339449541283,0.60-0.70,19,MW 7-19,neither promoted,H,favourite did not
2023-2024,2023-12-30,Aston Villa,Burnley,H,0.37385976869283327,0.26446403546240244,0.33851689150442038,-0.10939573323043084,-0.035342877188412891,-0.026224398847478278,0.68807339449541283,0.60-0.70,20,MW 20-31,away promoted,H,favourite delivered
2025-2026,2026-03-14,Arsenal,Everton,H,0.37385976869283327,0.48662556299175952,0.51248696824289941,0.11276579429892625,0.13862719955006614,0.027880032124713919,0.68807339449541283,0.60-0.70,30,MW 20-31,neither promoted,H,favourite delivered
2022-2023,2023-02-04,Brighton,Bournemouth,H,0.37385976869283327,0.17101828957623103,0.40874863428934449,-0.20284147911660225,0.03488886559651122,-0.042739730188019867,0.68807339449541283,0.60-0.70,22,MW 20-31,away promoted,H,favourite delivered
2024-2025,2025-05-25,Liverpool,Crystal Palace,D,1.8581345381729277,1.6397844769112047,1.5216658536607242,-0.21835006126172307,-0.33646868451220358,-0.046809029934284457,0.68807339449541283,0.60-0.70,38,MW 32-38,neither promoted,H,favourite did not
2023-2024,2024-02-05,Brentford,Manchester City,A,0.37385976869283311,0.51958568132292871,0.58513268553975195,0.1457259126300956,0.21127291684691885,0.045074565108837408,0.68807339449541294,0.60-0.70,23,MW 20-31,neither promoted,A,favourite delivered
2025-2026,2025-10-26,Arsenal,Crystal Palace,H,0.37052853822726795,0.47298345838674499,0.67755873053165472,0.10245492015947705,0.30703019230438677,0.02522268531547233,0.69036934760096658,0.60-0.70,9,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2026-03-04,Manchester City,Nottingham,D,1.6578829514922551,1.5173229046684669,1.3243607341857955,-0.1405600468237882,-0.33352221730645959,-2.8377021897008081e-05,0.69036934760096658,0.60-0.70,29,MW 20-31,neither promoted,H,favourite did not
2024-2025,2024-11-29,Brighton,Southampton,D,1.7055382937809263,1.6423261912064233,1.5876341012479824,-0.063212102574502937,-0.11790419253294382,0.0099858851458060893,0.69115323854660349,0.60-0.70,13,MW 7-19,away promoted,H,favourite did not
2023-2024,2024-01-30,Nottingham,Arsenal,A,0.3679057592227255,0.45878941116674044,0.54094524822950008,0.090883651944014932,0.17303948900677457,0.028626811252806098,0.69218241042345285,0.60-0.70,22,MW 20-31,neither promoted,A,favourite delivered
2022-2023,2023-02-04,Manchester Utd,Crystal Palace,H,0.36603103886275745,0.47208448557623883,0.55691043452082067,0.10605344671348138,0.19087939565806322,0.026246191352061833,0.69348127600554776,0.60-0.70,22,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2025-11-08,Chelsea,Wolves,H,0.36603103886275745,0.26908366700935082,0.43106998882589442,-0.096947371853406628,0.065038949963136972,-0.022609774038933467,0.69348127600554776,0.60-0.70,11,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2023-08-26,Manchester Utd,Nottingham,H,0.36603103886275745,0.49510260894439712,0.35689843477559458,0.12907157008163966,-0.0091326040871628766,0.038493494682271402,0.69348127600554776,0.60-0.70,3,MW 1-6,neither promoted,H,favourite delivered
2025-2026,2025-12-03,Liverpool,Sunderland,D,1.7629881719491147,1.3947492487029118,1.6127183403691618,-0.36823892324620289,-0.15026983157995288,-0.10500270728775477,0.69369369369369371,0.60-0.70,14,MW 7-19,away promoted,H,favourite did not
2025-2026,2026-05-09,Manchester City,Brentford,H,0.36572477945865028,0.50432422712502467,0.55878866951518757,0.13859944766637439,0.19306389005653729,0.035498706192491035,0.69369369369369371,0.60-0.70,36,MW 32-38,neither promoted,H,favourite delivered
2024-2025,2025-04-06,Tottenham,Southampton,H,0.36572477945865028,0.23821612153948832,0.33331929549661493,-0.12750865791916197,-0.032405483962035353,-0.030112800672338395,0.69369369369369371,0.60-0.70,31,MW 20-31,away promoted,H,favourite delivered
2024-2025,2024-08-24,Tottenham,Everton,H,0.36490762886520883,0.55489305688587287,0.54929606346166171,0.18998542802066404,0.18438843459645288,0.052618969648560582,0.69426077757207083,0.60-0.70,2,MW 1-6,neither promoted,H,favourite delivered
2023-2024,2023-09-24,Liverpool,West Ham,H,0.36490762886520883,0.3624409528224235,0.43971808496263687,-0.0024666760427853318,0.074810456097428035,0.0029772102237598796,0.69426077757207083,0.60-0.70,6,MW 1-6,neither promoted,H,favourite delivered
2024-2025,2024-08-31,Arsenal,Brighton,D,1.7156510057207806,1.787775409979107,1.409775237541288,0.072124404258326447,-0.30587576817949258,0.047962383734661496,0.69426077757207083,0.60-0.70,3,MW 1-6,neither promoted,H,favourite did not
2024-2025,2024-11-02,Liverpool,Brighton,H,0.36490762886520883,0.41938940864786323,0.49228749978192587,0.054481779782654394,0.12737987091671704,0.012249164517767044,0.69426077757207083,0.60-0.70,10,MW 7-19,neither promoted,H,favourite delivered
2024-2025,2025-02-26,Liverpool,Newcastle,H,0.36490762886520883,0.48284187687136249,0.43286403294492498,0.11793424800615365,0.067956404079716148,0.03761167458469615,0.69426077757207083,0.60-0.70,27,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2025-12-30,Arsenal,Aston Villa,H,0.36490762886520883,0.61312535197999629,0.53698814299756492,0.24821772311478746,0.17208051413235609,0.070248394467478131,0.69426077757207083,0.60-0.70,19,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2024-01-01,Liverpool,Newcastle,H,0.36490762886520883,0.49295639490202109,0.48495527950874623,0.12804876603681226,0.1200476506435374,0.039674589927447934,0.69426077757207083,0.60-0.70,20,MW 20-31,neither promoted,H,favourite delivered
2022-2023,2022-08-07,West Ham,Manchester City,A,0.36490762886520867,0.33125002431980333,0.39841767134935702,-0.03365760454540534,0.03351004248414835,-0.0079158070068495803,0.69426077757207094,0.60-0.70,1,MW 1-6,neither promoted,A,favourite delivered
2023-2024,2024-05-14,Tottenham,Manchester City,A,0.36179004460550268,0.36297107077374779,0.54312055152715477,0.001181026168245114,0.18133050692165209,-0.0013918453052226831,0.69642857142857151,0.60-0.70,34,MW 32-38,neither promoted,A,favourite delivered
2023-2024,2023-10-21,Manchester City,Brighton,H,0.36179004460550268,0.31336002252672274,0.55208801626770343,-0.048430022078779944,0.19029797166220075,-0.011829285510600349,0.69642857142857151,0.60-0.70,9,MW 7-19,neither promoted,H,favourite delivered
2022-2023,2022-08-06,Tottenham,Southampton,H,0.35907206853845403,0.18098180966270383,0.46775720118877362,-0.1780902588757502,0.10868513265031959,-0.036518629039267378,0.69832402234636859,0.60-0.70,1,MW 1-6,neither promoted,H,favourite delivered
2025-2026,2026-05-01,Leeds United,Burnley,H,0.35907206853845403,0.41419057048992369,0.51910296222285646,0.055118501951469667,0.16003089368440243,0.013987083437098501,0.69832402234636859,0.60-0.70,35,MW 32-38,both promoted,H,favourite delivered
2025-2026,2025-09-13,Newcastle,Wolves,H,0.35907206853845403,0.42129361525432296,0.70656376633130114,0.062221546715868936,0.34749169779284711,0.019978944006576065,0.69832402234636859,0.60-0.70,4,MW 1-6,neither promoted,H,favourite delivered
2022-2023,2023-02-25,Bournemouth,Manchester City,A,0.35907206853845375,0.22827001679837283,0.35716900647474659,-0.13080205174008092,-0.0019030620637071616,-0.028363345093707991,0.69832402234636881,0.60-0.70,25,MW 20-31,home promoted,A,favourite delivered
2023-2024,2023-12-26,Burnley,Liverpool,A,0.3570082217288526,0.36462383780489221,0.43450519419915989,0.0076156160760396108,0.07749697247030729,0.0034614753064164325,0.69976674441852726,0.60-0.70,19,MW 7-19,home promoted,A,favourite delivered
2023-2024,2023-11-12,Liverpool,Brentford,H,0.35669918606913198,0.48856045660342046,0.5849336218005482,0.13186127053428848,0.22823443573141622,0.041308574456767479,0.69998303071440693,0.60-0.70,12,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2024-02-24,Arsenal,Newcastle,H,0.35669918606913198,0.35560722732223154,0.3748857725818589,-0.0010919587469004344,0.018186586512726921,0.0010294048660316399,0.69998303071440693,0.60-0.70,26,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2023-10-29,Aston Villa,Luton Town,H,0.35669918606913198,0.15494892286739714,0.27508869906753802,-0.20175026320173484,-0.081610487001593957,-0.041405260768742666,0.69998303071440693,0.60-0.70,10,MW 7-19,away promoted,H,favourite delivered
2024-2025,2025-01-15,Arsenal,Tottenham,H,0.35669918606913198,0.4593454913080991,0.58429162677713908,0.10264630523896712,0.2275924407080071,0.026347034098645285,0.69998303071440693,0.60-0.70,21,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2025-01-05,Liverpool,Manchester Utd,D,1.7539625785595965,1.6654647070266342,1.5762465638049696,-0.088497871532962291,-0.17771601475462684,0.0027714798426913267,0.69998303071440693,0.60-0.70,20,MW 20-31,neither promoted,H,favourite did not
2025-2026,2026-02-11,Manchester City,Fulham,H,0.35669918606913198,0.42177316589972275,0.60433041177498747,0.065073979830590767,0.2476312257058555,0.014490295512543876,0.69998303071440693,0.60-0.70,26,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2023-12-17,Liverpool,Manchester Utd,D,1.8155959173825662,1.7345872588965046,1.7182169265865102,-0.081008658486061647,-0.097378990796056053,-0.0126392144195491,0.70357907617008253,0.70-1.00,17,MW 7-19,neither promoted,H,favourite did not
2022-2023,2023-05-14,Everton,Manchester City,A,0.3503634013249296,0.27980343071153935,0.37500969967581133,-0.070559970613390255,0.024646298350881723,-0.015405959418175755,0.70443205165835043,0.70-1.00,36,MW 32-38,neither promoted,A,favourite delivered
2023-2024,2024-03-09,Bournemouth,Sheffield United,D,1.7696283184878125,1.8111869058527714,1.6390612833667584,0.041558587364958877,-0.13056703512105416,0.017545876257349269,0.70464639562692177,0.70-1.00,28,MW 20-31,away promoted,H,favourite did not
2023-2024,2023-10-21,Sheffield United,Manchester Utd,A,0.34914521728980935,0.332149233977587,0.251064127642109,-0.016995983312222351,-0.098081089647700348,-0.0039976644483393498,0.70529070242865322,0.70-1.00,9,MW 7-19,home promoted,A,favourite delivered
2024-2025,2025-04-20,Ipswich Town,Arsenal,A,0.34724111125636398,0.27341461486209856,0.50341794646105975,-0.073826496394265417,0.15617683520469577,-0.016333059181357898,0.70663493008033329,0.70-1.00,33,MW 32-38,home promoted,A,favourite delivered
2022-2023,2023-03-15,Brighton,Crystal Palace,H,0.34626539655067828,0.43799711710000677,0.41995759074058531,0.091731720549328488,0.073692194189907023,0.024583537457111039,0.7073247406475951,0.70-1.00,8,MW 7-19,neither promoted,H,favourite delivered
2024-2025,2025-01-04,Aston Villa,Leicester City,H,0.34345063200267528,0.46741894478924723,0.50933025467423021,0.12396831278657194,0.16587962267155493,0.034753700319901833,0.70931849791376911,0.70-1.00,20,MW 20-31,away promoted,H,favourite delivered
2024-2025,2024-11-24,Southampton,Liverpool,A,0.34345063200267528,0.22305185121606153,0.36242707474725644,-0.12039878078661376,0.018976442744581157,-0.027464861045583138,0.70931849791376911,0.70-1.00,12,MW 7-19,home promoted,A,favourite delivered
2022-2023,2022-10-22,Nottingham,Liverpool,H,2.0723471320675846,3.3481106031476862,2.6310250493608143,1.2757634710801016,0.55867791729322969,0.18357196074436333,0.70990575743857764,0.70-1.00,13,MW 7-19,home promoted,A,favourite did not
2023-2024,2024-05-19,Sheffield United,Tottenham,A,0.342623053758982,0.36362533550647053,0.57478335234912004,0.021002281747488527,0.23216029859013804,0.0066279219156045108,0.70990575743857764,0.70-1.00,38,MW 32-38,home promoted,A,favourite delivered
2025-2026,2025-12-27,Arsenal,Brighton,H,0.34221868115019521,0.40068739089295813,0.49322677136813686,0.058468709742762914,0.15100809021794165,0.013227345618819324,0.71019288193043328,0.70-1.00,18,MW 7-19,neither promoted,H,favourite delivered
2024-2025,2025-05-20,Manchester City,Bournemouth,H,0.34221868115019521,0.66475577820267051,0.58310297977753034,0.3225370970524753,0.24088429862733512,0.096836741633299639,0.71019288193043328,0.70-1.00,37,MW 32-38,neither promoted,H,favourite delivered
2023-2024,2024-04-25,Brighton,Manchester City,A,0.34221868115019521,0.50190456481180223,0.70789248294159657,0.15968588366160702,0.36567380179140135,0.04394438890047446,0.71019288193043328,0.70-1.00,29,MW 20-31,neither promoted,A,favourite delivered
2024-2025,2025-05-25,Bournemouth,Leicester City,H,0.34221868115019521,0.37726934388559941,0.44723919030827747,0.035050662735404192,0.10502050915808225,0.0073284288241482268,0.71019288193043328,0.70-1.00,38,MW 32-38,away promoted,H,favourite delivered
2022-2023,2023-05-08,Brighton,Everton,A,2.1364812805963687,2.4039877566475436,2.0335123727223299,0.26750647605117495,-0.10296890787403878,0.076932542395548142,0.71019288193043328,0.70-1.00,35,MW 32-38,neither promoted,H,favourite did not
2022-2023,2023-02-12,Manchester City,Aston Villa,H,0.3372655726406088,0.21535676943035373,0.44212198372879746,-0.12190880321025507,0.10485641108818866,-0.025486603805455234,0.71371927042030137,0.70-1.00,23,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2023-08-11,Burnley,Manchester City,A,0.3372655726406088,0.32729723927569382,0.41982149209983943,-0.009968333364914983,0.082555919459230631,-0.0023671116452425242,0.71371927042030137,0.70-1.00,1,MW 1-6,home promoted,A,favourite delivered
